"","FAMILYID","PRE_PARENT_HIPIC_1","PRE_PARENT_HIPIC_2","PRE_PARENT_HIPIC_3","PRE_PARENT_HIPIC_4","PRE_PARENT_HIPIC_5","PRE_PARENT_HIPIC_6","PRE_PARENT_HIPIC_7","PRE_PARENT_HIPIC_8","PRE_PARENT_HIPIC_9","PRE_PARENT_HIPIC_10","PRE_PARENT_HIPIC_11","PRE_PARENT_HIPIC_12","PRE_PARENT_HIPIC_13","PRE_PARENT_HIPIC_14","PRE_PARENT_HIPIC_15","PRE_PARENT_HIPIC_16","PRE_PARENT_HIPIC_17","PRE_PARENT_HIPIC_18","PRE_PARENT_HIPIC_19","PRE_PARENT_HIPIC_20","PRE_PARENT_HIPIC_21","PRE_PARENT_HIPIC_22","PRE_PARENT_HIPIC_23","PRE_PARENT_HIPIC_24","PRE_PARENT_HIPIC_25","PRE_PARENT_HIPIC_26","PRE_PARENT_HIPIC_27","PRE_PARENT_HIPIC_28","PRE_PARENT_HIPIC_29","PRE_PARENT_HIPIC_30","PRE_PARENT_HIPIC_31","PRE_PARENT_HIPIC_32","PRE_PARENT_HIPIC_33","PRE_PARENT_HIPIC_34","PRE_PARENT_HIPIC_35","PRE_PARENT_HIPIC_36","PRE_PARENT_HIPIC_37","PRE_PARENT_HIPIC_38","PRE_PARENT_HIPIC_39","PRE_PARENT_HIPIC_40","PRE_PARENT_HIPIC_41","PRE_PARENT_HIPIC_42","PRE_PARENT_HIPIC_43","PRE_PARENT_HIPIC_44","PRE_PARENT_HIPIC_45","PRE_PARENT_HIPIC_46","PRE_PARENT_HIPIC_47","PRE_PARENT_HIPIC_48","PRE_PARENT_HIPIC_49","PRE_PARENT_HIPIC_50","PRE_PARENT_HIPIC_51","PRE_PARENT_HIPIC_52","PRE_PARENT_HIPIC_53","PRE_PARENT_HIPIC_54","PRE_PARENT_HIPIC_55","PRE_PARENT_HIPIC_56","PRE_PARENT_HIPIC_57","PRE_PARENT_HIPIC_58","PRE_PARENT_HIPIC_59","PRE_PARENT_HIPIC_60","PRE_PARENT_HIPIC_61","PRE_PARENT_HIPIC_62","PRE_PARENT_HIPIC_63","PRE_PARENT_HIPIC_64","PRE_PARENT_HIPIC_65","PRE_PARENT_HIPIC_66","PRE_PARENT_HIPIC_67","PRE_PARENT_HIPIC_68","PRE_PARENT_HIPIC_69","PRE_PARENT_HIPIC_70","PRE_PARENT_HIPIC_71","PRE_PARENT_HIPIC_72","PRE_PARENT_HIPIC_73","PRE_PARENT_HIPIC_74","PRE_PARENT_HIPIC_75","PRE_PARENT_HIPIC_76","PRE_PARENT_HIPIC_77","PRE_PARENT_HIPIC_78","PRE_PARENT_HIPIC_79","PRE_PARENT_HIPIC_80","PRE_PARENT_HIPIC_81","PRE_PARENT_HIPIC_82","PRE_PARENT_HIPIC_83","PRE_PARENT_HIPIC_84","PRE_PARENT_HIPIC_85","PRE_PARENT_HIPIC_86","PRE_PARENT_HIPIC_87","PRE_PARENT_HIPIC_88","PRE_PARENT_HIPIC_89","PRE_PARENT_HIPIC_90","PRE_PARENT_HIPIC_91","PRE_PARENT_HIPIC_92","PRE_PARENT_HIPIC_93","PRE_PARENT_HIPIC_94","PRE_PARENT_HIPIC_95","PRE_PARENT_HIPIC_96","PRE_PARENT_HIPIC_97","PRE_PARENT_HIPIC_98","PRE_PARENT_HIPIC_99","PRE_PARENT_HIPIC_100","PRE_PARENT_HIPIC_101","PRE_PARENT_HIPIC_102","PRE_PARENT_HIPIC_103","PRE_PARENT_HIPIC_104","PRE_PARENT_HIPIC_105","PRE_PARENT_HIPIC_106","PRE_PARENT_HIPIC_107","PRE_PARENT_HIPIC_108","PRE_PARENT_HIPIC_109","PRE_PARENT_HIPIC_110","PRE_PARENT_HIPIC_111","PRE_PARENT_HIPIC_112","PRE_PARENT_HIPIC_113","PRE_PARENT_HIPIC_114","PRE_PARENT_HIPIC_115","PRE_PARENT_HIPIC_116","PRE_PARENT_HIPIC_117","PRE_PARENT_HIPIC_118","PRE_PARENT_HIPIC_119","PRE_PARENT_HIPIC_120","PRE_PARENT_HIPIC_121","PRE_PARENT_HIPIC_122","PRE_PARENT_HIPIC_123","PRE_PARENT_HIPIC_124","PRE_PARENT_HIPIC_125","PRE_PARENT_HIPIC_126","PRE_PARENT_HIPIC_127","PRE_PARENT_HIPIC_128","PRE_PARENT_HIPIC_129","PRE_PARENT_HIPIC_130","PRE_PARENT_HIPIC_131","PRE_PARENT_HIPIC_132","PRE_PARENT_HIPIC_133","PRE_PARENT_HIPIC_134","PRE_PARENT_HIPIC_135","PRE_PARENT_HIPIC_136","PRE_PARENT_HIPIC_137","PRE_PARENT_HIPIC_138","PRE_PARENT_HIPIC_139","PRE_PARENT_HIPIC_140","PRE_PARENT_HIPIC_141","PRE_PARENT_HIPIC_142","PRE_PARENT_HIPIC_143","PRE_PARENT_HIPIC_144"
"PRE_PARENT_HIPIC_98",0.03,-0.03,0.05,0.11,-0.07,0.18,0.08,0.18,0.09,0.14,0.02,0.12,0.12,0.08,0.02,0.01,0.11,0.03,0.04,-0.17,-0.09,-0.01,0.05,0.04,-0.02,0.01,-0.02,-0.05,0.13,0.18,0.17,0.1,0.03,0.12,-0.05,0.47,0.39,0.48,0.34,-0.1,0.27,0.17,0.41,0.27,0.21,0.01,0.48,0.43,0.31,-0.18,-0.23,-0.21,-0.16,0.26,-0.24,0.46,0.18,0.15,0.11,0.27,0.2,0.25,0.1,0.09,0.2,-0.21,-0.09,-0.24,-0.28,-0.19,-0.28,-0.34,-0.34,-0.02,-0.34,-0.14,-0.17,-0.27,-0.17,-0.07,0.07,0.38,-0.22,0.28,0.35,0.38,-0.19,-0.31,-0.33,-0.06,-0.29,0.36,-0.27,-0.22,0.17,0.31,0.38,0.88,1,0.75,-0.28,0.26,0.07,-0.32,0.37,0.12,0.01,-0.05,-0.02,0.18,-0.12,0.13,0.19,-0.02,0.12,-0.08,0.11,0.06,0.16,-0.02,-0.06,0.17,0.02,0.13,-0.01,-0.13,-0.03,-0.12,-0.12,-0.09,0.02,-0.14,-0.21,-0.15,-0.16,-0.11,-0.05,-0.12,-0.09,0.09,-0.12,-0.13,-0.08,0.14,-0.05
"PRE_PARENT_HIPIC_99",0.08,0.01,0.01,0.06,-0.05,0.12,0.11,0.26,0.03,0.15,0.06,0.09,0.07,0.09,0.01,0.03,0.18,-0.02,-0.04,-0.26,-0.15,-0.14,-0.05,-0.05,-0.12,0.04,-0.08,0,0.1,0.21,0.23,0.02,0.17,0.14,-0.16,0.44,0.49,0.51,0.43,-0.25,0.28,0.24,0.37,0.32,0.29,-0.08,0.5,0.44,0.38,-0.28,-0.35,-0.35,-0.21,0.39,-0.35,0.46,0.24,0.1,0.15,0.37,0.33,0.36,0.18,-0.04,0.24,-0.28,-0.16,-0.31,-0.35,-0.2,-0.31,-0.36,-0.37,-0.13,-0.42,-0.2,-0.21,-0.28,-0.25,-0.22,0.13,0.39,-0.22,0.27,0.42,0.4,-0.14,-0.33,-0.23,-0.08,-0.28,0.24,-0.39,-0.26,0.1,0.31,0.41,0.71,0.75,1,-0.33,0.23,0.02,-0.33,0.29,0.12,-0.03,0.05,0.05,0.17,-0.11,0.24,0.27,-0.03,0.13,-0.19,0.19,0.11,0.18,-0.11,-0.15,0.12,-0.03,0.08,-0.09,-0.05,-0.08,-0.08,-0.17,-0.1,0,-0.15,-0.25,-0.19,-0.19,-0.02,-0.09,-0.1,-0.06,0.09,-0.11,-0.16,-0.11,0.15,-0.01
"PRE_PARENT_HIPIC_100",-0.07,0.07,0,0.04,0.07,0.04,-0.01,-0.08,-0.11,0,-0.11,0.06,0.01,-0.08,-0.09,-0.03,-0.09,0.06,0.07,0.19,0.12,0.15,0.06,0.17,0,0.05,0.17,0.05,0.08,-0.08,-0.04,0.07,0.08,-0.13,0.14,-0.18,-0.19,-0.23,-0.18,0.11,-0.11,-0.06,-0.06,-0.05,-0.12,0.13,-0.18,-0.19,-0.16,0.21,0.16,0.22,0.26,-0.09,0.27,-0.2,-0.01,-0.05,0.05,-0.01,-0.07,0,0.04,0.06,-0.03,0.16,0.25,0.17,0.25,0.16,0.2,0.22,0.26,0.2,0.37,0.26,0.29,0.33,0.44,0.26,-0.11,-0.21,0.16,-0.13,-0.12,-0.2,0.22,0.45,0.27,0.07,0.22,-0.13,0.46,0.15,0.09,0.03,-0.13,-0.23,-0.28,-0.33,1,-0.13,0.06,0.66,-0.35,-0.13,0.07,0.07,-0.07,-0.15,0.16,-0.04,-0.1,0,0.04,0.18,-0.12,0.18,-0.15,0.16,0.02,0.05,-0.09,0.02,0.02,0.06,0.07,0.03,0.07,0.02,0.01,0.04,0.23,0.1,0.24,0.06,0.17,0.1,0.11,0.03,0.09,0.1,0.11,-0.04,0.08
"PRE_PARENT_HIPIC_101",0.06,0.01,0.14,0.06,-0.11,0.13,0.01,0.1,0.04,0.13,0.02,0.04,0.05,0.02,-0.05,0.02,0.04,0.08,0.07,0.02,0.02,-0.06,-0.03,-0.07,-0.07,-0.1,-0.16,-0.17,-0.06,0.22,0.04,-0.01,0.05,0.13,0.05,0.18,0.19,0.2,0.2,-0.03,0.14,0.16,0.19,0.1,0.07,-0.02,0.2,0.17,0.16,-0.07,-0.13,-0.12,-0.08,0.12,-0.26,0.17,0.06,0.08,0.08,0.11,0.12,0.15,0.06,0.08,0.11,-0.12,0.01,-0.01,-0.01,0.09,0.08,0,-0.05,-0.08,-0.2,-0.03,-0.01,-0.09,-0.06,-0.03,0.04,0.14,0,0.09,0.23,0.26,-0.04,-0.1,-0.14,-0.05,-0.09,0.22,-0.13,-0.18,0.12,0.16,0.18,0.31,0.26,0.23,-0.13,1,0.14,-0.13,0.24,0.09,0.1,0.06,-0.01,0.15,0.06,0.06,0.2,-0.1,0.21,-0.1,0.24,-0.04,0.19,-0.12,-0.03,0,-0.04,0,-0.02,-0.12,-0.04,-0.08,-0.09,-0.08,-0.05,-0.09,-0.17,-0.1,-0.15,-0.05,0.01,-0.02,-0.11,0.02,-0.15,0,-0.03,-0.03,-0.06
"PRE_PARENT_HIPIC_102",-0.05,0.03,0.05,0.21,0.01,0.05,-0.04,0.07,-0.1,0.08,0.09,-0.01,0.12,0.07,0.09,0.19,0.08,0.15,0.07,0.18,0.17,0.13,0.09,0.16,0.07,-0.02,0.06,-0.04,-0.03,0.06,-0.01,0.01,0.07,0.07,-0.06,0.16,0.18,0.14,0.12,0.13,0.08,0.03,0.15,0.06,0.08,0.17,0.08,0.05,0.07,0.11,0.07,0.09,-0.08,0.06,0.06,0.19,0.14,0.04,0.18,0.13,0.14,0.14,0.06,0.13,0.07,0.01,0.01,0.02,0.06,0.09,0.03,0.12,0.1,0.08,-0.02,0,-0.08,0.03,0.09,0.03,-0.08,0.04,0.05,-0.02,0.18,-0.07,-0.02,-0.02,-0.11,0.18,0.15,0,0.07,0.13,0,0.06,0.07,0.05,0.07,0.02,0.06,0.14,1,0.11,0.03,-0.06,-0.12,-0.14,0.03,-0.04,-0.11,-0.1,0.02,-0.02,-0.2,0.27,-0.22,0.17,-0.26,0.21,0.11,-0.02,-0.01,0.05,0.11,-0.07,0.01,0,0.04,-0.07,0.01,0.11,0.08,-0.08,0.01,-0.1,0.05,0.03,0.03,0.15,0.16,0.06,0.01,-0.08,0.02
"PRE_PARENT_HIPIC_103",-0.08,0.09,0.06,0.11,0.11,-0.01,-0.01,-0.02,-0.11,0.03,-0.08,0.04,0.06,0.01,-0.09,0,-0.05,0.07,0.03,0.17,0.08,0.14,0.06,0.13,-0.04,0.1,0.15,0.09,0.11,-0.07,0,0.13,0.06,-0.04,0.14,-0.12,-0.14,-0.18,-0.16,0.12,-0.05,0.07,-0.06,-0.05,-0.08,0.14,-0.14,-0.14,-0.13,0.24,0.24,0.23,0.23,-0.02,0.3,-0.26,0,-0.07,0.1,-0.01,-0.03,-0.05,0.09,0.05,0.05,0.1,0.13,0.17,0.15,0.12,0.2,0.18,0.19,0.28,0.44,0.35,0.35,0.42,0.48,0.32,-0.13,-0.22,0.18,-0.12,-0.07,-0.27,0.2,0.55,0.29,0.11,0.36,-0.18,0.46,0.24,-0.01,0.01,-0.15,-0.26,-0.32,-0.33,0.66,-0.13,0.11,1,-0.35,-0.13,0.1,0.08,-0.03,-0.11,0.19,-0.07,-0.13,0,-0.02,0.14,-0.14,0.2,-0.18,0.23,0.05,-0.01,-0.01,0.03,0.07,-0.02,0.09,0.07,0.15,0.15,0.12,0.1,0.31,0.17,0.23,0.14,0.16,0.17,0.13,0,0.12,0.18,0.17,-0.12,0.1
"PRE_PARENT_HIPIC_104",-0.07,-0.01,0.02,-0.06,0.02,0.09,0.03,-0.02,-0.02,0.05,0.03,0.03,0,0.09,0.01,-0.01,0.05,0.04,0.07,-0.07,0.02,-0.09,0.04,-0.05,0.04,-0.02,-0.07,-0.06,-0.01,0.2,0.09,0.08,0.02,0.13,0.01,0.24,0.28,0.29,0.16,-0.07,0.1,0.11,0.19,0.17,0.18,-0.01,0.24,0.25,0.24,-0.09,-0.17,-0.14,-0.14,0.16,-0.24,0.28,0.16,0.14,0.01,0.14,0.11,0.1,0.04,0.14,0.13,0.01,-0.04,-0.16,-0.16,-0.05,-0.15,-0.17,-0.22,-0.01,-0.26,-0.02,-0.01,-0.19,-0.17,0.04,0.02,0.19,-0.17,0.22,0.17,0.36,-0.21,-0.29,-0.22,-0.05,-0.18,0.14,-0.24,-0.07,0.17,0.18,0.3,0.33,0.37,0.29,-0.35,0.24,0.03,-0.35,1,0.31,0.19,0.07,0.17,0.33,0.15,0.14,0.2,-0.07,0.14,-0.13,0.26,-0.1,0.28,-0.14,-0.1,-0.04,0.01,-0.03,-0.02,0.02,0.03,-0.01,-0.02,-0.03,0.03,0.02,-0.14,-0.09,-0.04,0.1,0.11,-0.02,-0.04,-0.08,-0.02,-0.11,-0.05,0.09,0.02
"PRE_PARENT_HIPIC_105",-0.02,-0.08,0.04,0,-0.04,0.08,0.14,0.1,0.02,0.06,0.12,0.03,-0.06,0.09,0.06,0.09,0.09,-0.03,0.19,-0.07,0.02,-0.01,-0.03,-0.23,0.06,0.16,0.02,0.04,0.15,0.12,0.22,0.05,0.07,0.25,0.07,0.08,0.11,0.13,0.09,-0.05,0.12,0.34,0.12,0.18,0.25,-0.17,0.17,0.22,0.27,0,-0.11,-0.02,0.04,0.09,0.07,0.1,0.01,0.04,-0.01,0.01,0.08,0.07,-0.06,0.05,0,0.02,-0.1,-0.01,-0.03,-0.02,0.05,-0.01,-0.03,-0.04,-0.11,0.08,0.09,-0.01,-0.02,0.06,0.09,0.09,-0.01,0.18,0.08,0.25,0.08,0.02,-0.06,-0.14,-0.09,0.09,-0.07,-0.14,0.13,0.16,0.16,0.18,0.12,0.12,-0.13,0.09,-0.06,-0.13,0.31,1,0.5,0.54,0.42,0.48,0.29,0.27,0.4,-0.17,0.2,-0.16,0.36,-0.17,0.33,-0.17,0.11,0.22,-0.11,0.13,-0.11,0.03,-0.1,-0.1,-0.1,0.02,0.06,-0.04,-0.07,-0.04,-0.01,0.07,0.06,-0.03,0.01,0.05,-0.02,-0.04,-0.06,0.12,0.09
"PRE_PARENT_HIPIC_106",-0.05,-0.09,0.09,-0.08,-0.11,0.14,0.16,0,0.08,-0.05,-0.03,0.15,0.01,-0.02,-0.02,-0.05,0.05,0.01,0.13,-0.07,0.03,-0.04,0,-0.15,0.09,0.06,0.07,0.02,0.01,0.18,0.07,0.04,0.01,0.24,0.13,0.02,0,0.02,-0.05,-0.01,0.05,0.25,0.05,0.15,0.2,-0.04,0.15,0.17,0.21,0.1,-0.01,0.05,0.17,0.06,0.08,-0.06,-0.03,0.02,-0.12,-0.08,-0.01,0.04,-0.05,0,0.01,0.12,-0.05,0.01,-0.06,-0.02,0.05,0.04,-0.07,0.23,0.14,0.42,0.49,0.25,0.23,0.4,0,0.04,0.03,0.08,0.07,0.14,0.02,0.23,0.09,-0.07,0.04,0.1,0.1,0.01,0.09,0.08,0.06,0.03,0.01,-0.03,0.07,0.1,-0.12,0.1,0.19,0.5,1,0.54,0.44,0.69,0.65,0.36,0.29,-0.16,0.31,-0.15,0.4,-0.13,0.37,-0.12,0.02,0.27,-0.12,0.22,-0.14,0,-0.11,-0.19,-0.02,0.04,-0.07,-0.1,-0.03,-0.02,0.01,-0.02,0,0.02,0,0.04,-0.08,0.03,-0.01,0.12,0.04
"PRE_PARENT_HIPIC_107",0,0.15,0.05,0.03,0.04,-0.08,-0.1,0.12,-0.11,0.23,0.18,-0.11,-0.17,0.18,0.04,0.09,0.18,0,0.09,-0.02,0.11,-0.03,-0.01,-0.13,-0.02,0.11,0.04,0.09,0.16,0.04,0.17,-0.01,0.02,0.17,0.03,0.01,0.11,0.08,0.05,-0.18,0.08,0.26,0.07,0.17,0.18,-0.11,0.14,0.17,0.2,0.01,-0.17,-0.04,0.13,0.08,0.03,-0.06,0.01,-0.09,0.08,0.07,0.17,0.13,0.02,-0.04,0.06,0.05,0.02,0.11,0.07,0.09,0.16,0.07,0.01,0.14,0.07,0.24,0.3,0.2,0.12,0.18,0.03,0.01,0.06,0.05,0.06,0.03,0.08,0.23,0.04,0,0,0.03,0.08,-0.07,-0.01,0.1,0.06,0.02,-0.05,0.05,0.07,0.06,-0.14,0.08,0.07,0.54,0.54,1,0.39,0.46,0.38,0.25,0.33,-0.02,0.2,-0.04,0.35,0,0.37,0.02,0.06,0.06,-0.11,0,-0.07,0.07,-0.05,0.05,0.02,0.08,0.08,-0.05,0,0.01,0,0.07,-0.02,-0.03,0.03,0.01,0.02,0.02,-0.02,0.16,0.12
"PRE_PARENT_HIPIC_108",0,-0.01,0.1,0.05,0.06,0.04,0.09,0.14,0.01,0.08,0.11,-0.06,-0.06,0.22,0.12,0.09,0.2,0.05,0.2,0.02,0.02,-0.02,-0.02,-0.06,0.01,0.22,0.1,0.15,0.13,0.19,0.28,-0.02,0.06,0.32,-0.11,0.06,0.21,0.15,0.1,0.02,0.18,0.27,0.19,0.28,0.4,-0.03,0.17,0.26,0.34,0.1,-0.05,0.03,0.09,0.12,0.05,0.11,0.01,0.13,0.03,0.03,0.14,0.11,0.01,0.02,0,0.08,-0.13,0,0.01,0,0,0.03,-0.05,0.12,0.03,0.21,0.23,0.15,0.1,0.19,0.07,0.21,-0.03,0.09,0.11,0.02,0.1,0.12,0,-0.13,-0.02,0.09,0.03,-0.05,0.03,0.09,0.15,-0.01,-0.02,0.05,-0.07,-0.01,0.03,-0.03,0.17,0.42,0.44,0.39,1,0.48,0.4,0.32,0.32,-0.1,0.12,-0.1,0.16,-0.06,0.24,-0.1,0,0.13,-0.06,0.16,-0.07,-0.04,0.03,-0.01,-0.02,0.08,0.11,0.09,0.14,0.06,0.04,0.08,0.09,0.05,0.06,0,0.03,0.06,0.01,0.04,0.12
"PRE_PARENT_HIPIC_109",-0.05,-0.03,0.07,-0.09,-0.09,0.09,0.21,0.07,0.13,0.09,0.02,0.08,-0.01,0.11,0.01,0.02,0.14,0.05,0.15,-0.12,-0.05,-0.08,-0.03,-0.07,0.09,0.07,0.02,0.05,0.11,0.19,0.16,0.02,0.04,0.32,-0.01,0.16,0.16,0.2,0.11,-0.05,0.12,0.33,0.16,0.22,0.31,-0.03,0.23,0.26,0.28,0,-0.09,0,0.04,0.08,-0.01,0.08,0.04,0.14,-0.02,0.02,0.08,0.13,-0.06,0.02,0.04,0.03,-0.1,-0.06,-0.08,-0.04,-0.01,-0.07,-0.09,0.15,0.02,0.31,0.36,0.13,0.08,0.28,0.16,0.11,0,0.14,0.13,0.18,-0.01,0.04,-0.03,-0.11,-0.07,0.13,-0.09,-0.12,0.06,0.15,0.19,0.17,0.18,0.17,-0.15,0.15,-0.04,-0.11,0.33,0.48,0.69,0.46,0.48,1,0.62,0.4,0.38,-0.1,0.4,-0.26,0.49,-0.16,0.52,-0.19,-0.01,0.17,-0.08,0.08,-0.07,-0.01,-0.07,-0.07,-0.05,0.09,0.04,-0.01,0.02,-0.03,-0.02,0,0.05,-0.02,0.04,0.08,-0.01,-0.05,-0.03,0.2,0.11
"PRE_PARENT_HIPIC_110",-0.07,-0.05,0.07,-0.08,-0.17,0.13,0.25,-0.02,0.14,-0.12,-0.08,0.05,0.03,0.06,-0.11,-0.02,0.02,0.04,0.12,0,0.03,-0.07,-0.02,-0.04,0.12,0.03,0.02,0,-0.02,0.11,0.05,-0.12,-0.03,0.16,0.17,-0.07,-0.08,-0.05,-0.06,0.05,0,0.18,-0.08,0.03,0.09,0.02,0.02,0,0.08,0.2,0.1,0.16,0.31,-0.05,0.14,-0.13,-0.1,0.11,-0.14,-0.12,-0.07,-0.09,-0.14,0.12,-0.1,0.13,-0.09,0.02,0,0.05,0.12,0.08,0.08,0.22,0.32,0.57,0.59,0.37,0.35,0.52,0.03,-0.05,0.07,-0.01,-0.02,0.02,0.1,0.29,0.11,-0.03,0.09,0.05,0.16,0.08,0.05,0.04,0.02,-0.11,-0.12,-0.11,0.16,0.06,-0.11,0.19,0.15,0.29,0.65,0.38,0.4,0.62,1,0.41,0.15,-0.01,0.4,-0.25,0.47,-0.17,0.47,-0.13,-0.12,0.22,-0.12,0.14,-0.05,0.11,-0.03,-0.06,-0.09,0.08,0,-0.05,0.07,-0.01,-0.07,0.04,-0.01,-0.03,-0.01,0.03,-0.03,-0.03,-0.06,0.11,0
"PRE_PARENT_HIPIC_111",-0.05,-0.09,0.08,0,-0.02,0.21,0.19,0.14,0.06,0.04,-0.03,-0.01,0.11,0.01,-0.1,0.04,0.09,-0.22,0.01,-0.32,-0.11,-0.4,-0.15,-0.07,-0.15,-0.06,-0.18,-0.11,0.02,0.2,0.12,-0.09,0.05,0.24,-0.01,0,0.17,0.12,0.11,-0.1,0.22,0.37,0.17,0.25,0.25,-0.1,0.32,0.25,0.29,-0.05,-0.05,-0.12,-0.02,0.25,-0.11,0.16,0.05,0.08,0.05,0.13,0.05,0.1,0.02,0.11,0.13,-0.05,-0.06,-0.09,-0.08,0.01,0.01,-0.06,0.04,0.04,-0.11,0.1,0.23,0.02,0.04,0.13,0.19,0.12,-0.15,0.15,0.15,0.15,-0.05,-0.12,-0.15,-0.16,-0.05,0.25,-0.16,-0.15,0.07,0.12,0.07,0.13,0.13,0.24,-0.04,0.06,-0.1,-0.07,0.14,0.27,0.36,0.25,0.32,0.4,0.41,1,0.37,-0.04,0.49,-0.4,0.43,-0.12,0.36,-0.28,-0.13,0.12,-0.13,0.17,-0.06,0.03,-0.07,-0.07,-0.16,-0.04,-0.09,-0.21,-0.23,-0.18,-0.17,-0.13,-0.11,-0.07,-0.02,0.1,-0.2,-0.04,-0.08,0.21,0.02
"PRE_PARENT_HIPIC_112",-0.11,0.07,-0.08,0.02,0.05,0.1,0.05,0.15,-0.09,0.17,0.21,-0.03,-0.06,0.17,0.02,0.11,0.23,0.05,0.09,-0.07,0.05,-0.08,-0.05,-0.11,0.01,0.07,0.11,-0.01,0.15,0.2,0.17,-0.01,0.13,0.18,-0.02,0.17,0.31,0.22,0.23,-0.03,0.12,0.28,0.16,0.19,0.26,0.07,0.21,0.23,0.25,0.03,-0.08,-0.04,-0.08,0.18,-0.09,0.25,0.07,0.11,0.06,0.11,0.16,0.22,0.06,0.03,0.15,-0.06,0.02,0.02,0.06,0.09,0.06,0.01,0.02,-0.01,-0.08,-0.01,0.07,0.01,0.05,0.04,0.1,0.24,-0.07,0.28,0.24,0.27,-0.02,-0.01,-0.14,-0.15,-0.03,0.15,-0.07,-0.16,0.08,0.22,0.24,0.23,0.19,0.27,-0.1,0.2,0.02,-0.13,0.2,0.4,0.29,0.33,0.32,0.38,0.15,0.37,1,-0.15,0.3,-0.18,0.23,-0.08,0.23,-0.16,0.02,0.13,-0.02,0.22,-0.1,-0.06,-0.03,-0.09,-0.05,-0.02,0.08,-0.02,-0.09,-0.03,-0.06,0.06,-0.01,0,0.05,0.13,-0.06,-0.04,-0.04,0.12,0.12
"PRE_PARENT_HIPIC_113",-0.19,0.06,-0.04,0.06,-0.03,-0.06,-0.06,-0.11,0,0.02,-0.02,-0.07,-0.12,0.04,0.02,-0.02,-0.02,0.1,-0.1,0.1,0.07,0.05,-0.04,0.04,0.02,0.01,0.03,0.06,0.05,-0.09,-0.04,0.07,0.05,0.03,0.23,-0.08,-0.08,-0.07,-0.06,-0.03,-0.11,-0.05,-0.23,-0.15,-0.19,0.08,-0.04,-0.08,-0.04,0.04,0.09,0.12,-0.08,-0.07,0.01,-0.04,-0.02,0.09,-0.03,-0.07,-0.12,-0.15,-0.11,0.07,-0.13,0.03,-0.06,0.09,0.06,0.1,0.02,0.11,-0.04,0.06,0,0.05,0.04,-0.03,0.02,0.09,-0.03,-0.05,-0.08,-0.01,-0.04,-0.03,0.02,0.04,0,-0.06,-0.04,-0.04,0.03,0.03,-0.07,0.01,0.03,-0.03,-0.02,-0.03,0,-0.1,-0.02,0,-0.07,-0.17,-0.16,-0.02,-0.1,-0.1,-0.01,-0.04,-0.15,1,-0.07,0.12,-0.09,0.06,-0.06,0.13,-0.03,-0.12,-0.02,-0.05,0,-0.04,-0.07,0.05,-0.02,0.02,0,0.1,0,-0.02,-0.06,-0.05,-0.05,-0.05,-0.08,0.05,0.07,-0.06,-0.01,0.07,-0.07
"PRE_PARENT_HIPIC_114",-0.14,-0.06,0.11,-0.15,-0.09,0.17,0.28,0.22,0.16,0.08,-0.04,0.03,0.05,-0.02,-0.06,-0.02,0,-0.05,0.14,-0.17,-0.09,-0.24,-0.09,-0.09,-0.17,-0.1,-0.15,-0.11,0.03,0.14,0.02,0,0.04,0.23,0.06,0.02,0.05,0.07,0.06,-0.02,0.14,0.35,0.18,0.15,0.08,-0.04,0.21,0.12,0.17,-0.09,-0.02,-0.08,0,0.18,-0.03,0.09,-0.02,0.23,-0.07,0.07,0.02,0.04,-0.04,0.18,0,0.09,0.07,0.04,0.01,0.15,0.1,-0.01,0.02,0.1,0.05,0.11,0.22,0.05,0,0.14,0.18,0.2,-0.02,0.19,0.14,0.13,-0.11,-0.05,-0.09,-0.11,-0.03,0.18,-0.04,-0.09,0.08,0.1,0.07,0.15,0.12,0.13,0.04,0.21,-0.2,-0.02,0.14,0.2,0.31,0.2,0.12,0.4,0.4,0.49,0.3,-0.07,1,-0.47,0.51,-0.18,0.46,-0.32,-0.16,0.14,-0.09,0.13,-0.03,0.02,-0.1,-0.06,-0.15,-0.03,-0.03,-0.17,-0.23,-0.1,-0.08,-0.02,-0.02,-0.02,-0.09,0.16,-0.08,-0.12,-0.14,0.19,-0.05
